timestamp,url,lookup_ms,connect_ms,appconnect_ms,ttfb_ms,total_ms,tcp_rtt_ms,tls_ms,server_response_ms,http_code,error,status,sample_num,target_name,scenario,wifi_band,wifi_rssi,dns_primary,signal_category,location_city,location_country,isp
2026-04-13T11:50:36.738854,https://qt-google-cloud-cdn.bronze.systems,40.23,71.06,151.31,185.85,185.98,30.83,80.25,34.54,200,,good,1,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
2026-04-13T11:51:06.950078,https://qt-google-cloud-cdn.bronze.systems,2.2,36.71,75.63,110.96,111.04,34.51,38.92,35.33,200,,good,2,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
2026-04-13T11:51:37.088167,https://qt-google-cloud-cdn.bronze.systems,2.63,28.66,61.0,92.87,92.96,26.03,32.34,31.87,200,,good,3,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
2026-04-13T11:52:07.204167,https://qt-google-cloud-cdn.bronze.systems,2.56,31.84,66.5,98.14,98.23,29.28,34.66,31.64,200,,good,4,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
2026-04-13T11:52:37.329912,https://qt-google-cloud-cdn.bronze.systems,2.32,35.56,85.36,118.45,118.53,33.24,49.8,33.09,200,,good,5,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
2026-04-13T11:53:07.477439,https://qt-google-cloud-cdn.bronze.systems,2.69,30.82,65.02,96.05,96.14,28.13,34.2,31.03,200,,good,6,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
2026-04-13T11:53:37.603079,https://qt-google-cloud-cdn.bronze.systems,5.55,34.47,69.14,100.24,100.33,28.92,34.67,31.1,200,,good,7,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
2026-04-13T11:54:07.750625,https://qt-google-cloud-cdn.bronze.systems,2.61,56.07,98.84,169.81,169.94,53.46,42.77,70.97,200,,good,8,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
2026-04-13T11:54:37.950147,https://qt-google-cloud-cdn.bronze.systems,3.22,30.66,65.46,102.02,102.12,27.44,34.8,36.56,200,,good,9,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
2026-04-13T11:55:08.096010,https://qt-google-cloud-cdn.bronze.systems,4.3,35.82,72.06,103.49,104.63,31.52,36.24,31.43,200,,good,10,Target_2_qt-google-cloud-cdn.bronze.systems,good_signal,5GHz,-44,192.168.111.1,good_signal,Jakarta,Indonesia,PT. TELKOM INDONESIA
